filename,alignment_length,max_zeroes,mean_zeroes,variance_zeroes,count_76_zero_blocks,num_perfect_matches,max_dist_between_matches,normalized_perfect_match_rate,min_percent_identity,max_percent_identity,avg_percent_identity,num_variable_regions,max_variable_region_length,mean_variable_region_length
GC_00000917_aligned.fasta,897,80,77.40205011389521,4.11284317744304,110,136,248,0.1549,92.42,100.0,97.34,13,228,39.53846153846154
GC_00000799_aligned.fasta,471,80,79.5575221238938,0.7466912052627457,18,310,23,0.6858,98.09,100.0,99.71,7,3,1.2857142857142858
GC_00000578_aligned.fasta,261,80,79.25619834710744,1.5459326548733014,13,165,46,0.6818,96.55,100.0,99.59,2,26,19.5
GC_00002249_aligned.fasta,906,80,78.14205186020293,1.9257062746498654,96,177,120,0.1995,93.71,100.0,98.35,9,280,62.0
GC_00002319_aligned.fasta,1467,80,73.06629834254143,17.659969170660236,134,26,123,0.018,78.27,100.0,95.2,3,1038,467.6666666666667
GC_00002028_aligned.fasta,1017,80,77.10721442885772,3.52257320251726,166,78,471,0.0782,90.5,100.0,97.09,10,451,76.8
GC_00000997_aligned.fasta,1014,80,76.678391959799,4.481492891593646,160,86,399,0.0864,89.64,100.0,96.87,5,379,166.6
GC_00002178_aligned.fasta,1122,79,70.40253853127834,58.76452664742741,123,0,0,0.0,79.8,100.0,95.62,1,1122,1122.0
GC_00000719_aligned.fasta,1137,80,77.51610017889088,2.319508226100147,165,103,296,0.0921,92.79,100.0,97.65,12,276,67.16666666666667
GC_00000649_aligned.fasta,1218,80,77.26438698915763,2.704911863583846,248,141,291,0.1176,90.97,100.0,97.72,9,271,98.55555555555556
GC_00002399_aligned.fasta,1206,79,74.21903959561921,10.235088209889643,182,0,0,0.0,81.74,100.0,94.05,1,1206,1206.0
GC_00002095_aligned.fasta,1185,80,74.34476843910807,5.527789954955882,174,7,1,0.006,81.1,100.0,95.85,1,1159,1159.0
GC_00002324_aligned.fasta,708,80,73.21915820029028,68.91713659180866,71,78,378,0.1132,88.23,100.0,96.73,7,358,71.0
GC_00002274_aligned.fasta,351,80,75.75301204819277,8.963093337204239,59,40,243,0.1205,83.76,100.0,94.82,3,223,91.0
GC_00002651_aligned.fasta,780,80,76.34034165571616,4.366427741352843,127,39,627,0.0512,87.31,100.0,95.05,5,607,129.2
GC_00000545_aligned.fasta,747,80,77.77472527472527,2.8530974519985506,49,91,143,0.125,92.5,100.0,98.19,11,123,38.90909090909091
GC_00002701_aligned.fasta,879,80,76.55465116279069,6.200501622498649,86,70,267,0.0814,90.67,100.0,95.3,5,259,142.8
GC_00001783_aligned.fasta,447,80,77.14485981308411,5.250043671936414,30,49,132,0.1145,90.09,100.0,96.34,4,112,80.5
GC_00001017_aligned.fasta,657,80,76.32288401253919,3.5791314943838994,150,30,492,0.047,87.21,100.0,97.0,4,472,137.75
GC_00001147_aligned.fasta,669,80,74.06153846153846,6.119289940828403,107,4,1,0.0062,79.97,100.0,95.32,2,504,323.0
GC_00001562_aligned.fasta,867,80,75.53891509433963,5.696598822979707,137,20,693,0.0236,83.85,100.0,96.09,5,673,150.4
GC_00001432_aligned.fasta,333,80,73.64649681528662,15.23490810986247,22,23,21,0.0732,80.91,100.0,95.55,3,256,90.66666666666667
GC_00001679_aligned.fasta,630,80,77.38625204582651,2.9342790788624264,88,88,228,0.144,91.27,100.0,97.51,4,208,116.5
GC_00001729_aligned.fasta,594,80,77.49913043478261,3.6795644612476375,76,97,126,0.1687,93.6,100.0,96.37,7,174,54.714285714285715
GC_00001498_aligned.fasta,2349,80,74.79785407725322,5.404201403599257,427,26,1389,0.0112,83.57,100.0,94.88,6,1369,368.1666666666667
GC_00001794_aligned.fasta,723,78,73.27272727272727,5.6642561983471085,78,0,0,0.0,75.24,100.0,93.54,1,723,723.0
GC_00001000_aligned.fasta,1182,80,78.60447119518487,1.8297994409157685,63,370,96,0.3181,95.25,100.0,98.72,21,76,19.666666666666668
GC_00001150_aligned.fasta,909,80,77.01685393258427,3.045783360686782,189,63,309,0.0708,89.66,100.0,96.81,8,289,86.75
GC_00001575_aligned.fasta,471,78,73.09734513274336,13.42857702247631,47,0,0,0.0,73.95,100.0,94.99,1,471,471.0
GC_00001425_aligned.fasta,606,80,76.22487223168655,4.027797045004048,133,37,435,0.063,85.64,100.0,97.03,4,415,123.25
GC_00002082_aligned.fasta,1359,80,73.93358208955223,9.570961795500113,94,19,783,0.0142,79.76,100.0,94.8,5,763,252.8
GC_00002333_aligned.fasta,1056,80,76.64320154291225,2.9855203190718718,203,25,300,0.0241,90.72,100.0,95.2,7,280,131.0
GC_00002263_aligned.fasta,2877,80,78.06473058082575,4.332758867231362,205,581,129,0.2033,93.49,100.0,98.51,50,109,26.92
GC_00002646_aligned.fasta,1408,79,71.05759539236861,38.25586203643665,160,0,0,0.0,70.87,100.0,93.94,1,1408,1408.0
GC_00002716_aligned.fasta,2226,80,77.2886270956049,3.5120727413229194,335,240,273,0.1087,91.46,100.0,97.53,17,253,97.82352941176471
GC_00000552_aligned.fasta,399,80,79.62894736842105,0.5333725761772853,1,276,33,0.7263,98.47,100.0,99.72,5,13,5.6
GC_00000980_aligned.fasta,1053,80,77.15667311411993,4.596343283861289,133,148,272,0.1431,92.02,100.0,97.31,8,252,91.75
GC_00000913_aligned.fasta,807,80,76.66370558375634,4.522692867633797,135,51,446,0.0647,90.46,100.0,97.14,7,426,91.71428571428571
GC_00000843_aligned.fasta,276,80,75.50194552529183,4.888128510651183,49,16,1,0.0623,84.06,100.0,96.57,1,241,241.0
GC_00002489_aligned.fasta,1020,80,76.01198801198801,6.177678465390754,146,38,489,0.038,84.9,100.0,96.31,7,469,124.0
GC_00002668_aligned.fasta,939,80,74.95,5.199673913043477,123,17,567,0.0185,84.66,100.0,93.8,3,547,294.6666666666667
GC_00002738_aligned.fasta,1215,80,75.57190635451505,4.121083656782362,211,24,327,0.0201,85.84,100.0,95.13,3,829,384.3333333333333
GC_00000720_aligned.fasta,558,80,77.63450834879406,2.094616223956272,84,44,244,0.0816,91.94,100.0,97.83,6,224,66.66666666666667
GC_00002564_aligned.fasta,447,80,76.54906542056075,4.205536509738841,72,31,323,0.0724,91.05,100.0,95.53,3,303,119.66666666666667
GC_00000670_aligned.fasta,300,80,76.40925266903915,3.1599143881156517,54,5,168,0.0178,84.33,100.0,97.4,2,148,128.5
GC_00002434_aligned.fasta,1263,80,75.7315112540193,10.230164597140229,189,83,423,0.0667,87.81,100.0,97.16,7,403,149.57142857142858
GC_00002141_aligned.fasta,399,80,77.28157894736842,5.6812396121883655,44,54,87,0.1421,90.98,100.0,98.16,5,94,53.8
GC_00000491_aligned.fasta,465,80,78.60986547085201,2.3769430312292625,45,194,129,0.435,94.62,100.0,98.86,5,109,31.4
GC_00001657_aligned.fasta,252,79,73.8283261802575,6.09928346442189,37,0,0,0.0,82.94,100.0,92.76,1,252,252.0
GC_00001707_aligned.fasta,843,80,77.01456310679612,4.900273352813648,128,116,470,0.1408,90.63,100.0,97.2,8,450,69.5
GC_00001322_aligned.fasta,657,80,78.14890282131661,2.3461665077976828,64,143,75,0.2241,94.52,100.0,97.68,11,79,27.727272727272727
GC_00001989_aligned.fasta,879,80,76.51744186046511,2.9055097349918872,151,12,328,0.014,86.69,100.0,96.58,4,360,202.5
GC_00001272_aligned.fasta,1134,80,75.86188340807175,5.005139053670898,169,56,630,0.0502,85.36,100.0,95.75,6,610,163.83333333333334
GC_00001093_aligned.fasta,603,80,75.02054794520548,9.057796960030025,63,18,60,0.0308,80.1,100.0,96.47,5,418,101.8
GC_00001864_aligned.fasta,1017,80,76.96693386773548,3.9518124425203105,141,71,504,0.0711,90.56,100.0,97.35,12,484,59.833333333333336
GC_00001934_aligned.fasta,1497,80,75.32814614343708,10.715730122079172,203,116,519,0.0785,84.95,100.0,96.49,4,741,326.25
GC_00001873_aligned.fasta,837,80,76.71638141809291,5.388998152808746,135,63,360,0.077,91.3,100.0,95.76,7,340,91.57142857142857
GC_00001388_aligned.fasta,1101,80,76.89463955637709,5.628455553999063,143,165,315,0.1525,89.74,100.0,96.23,8,295,98.0
GC_00001923_aligned.fasta,483,80,74.87931034482759,7.213882282996433,45,4,1,0.0086,82.19,100.0,94.8,2,390,230.0
GC_00001039_aligned.fasta,636,80,77.05348460291734,5.408808765160012,73,100,178,0.1621,89.58,100.0,97.81,7,158,57.57142857142857
GC_00001169_aligned.fasta,933,80,75.53391684901531,3.8987402381625,166,25,375,0.0274,87.03,100.0,94.62,5,355,162.6
GC_00001640_aligned.fasta,912,80,76.64725643896976,7.332458878248013,103,88,306,0.0985,88.01,100.0,96.65,9,286,72.55555555555556
GC_00001710_aligned.fasta,915,80,75.33258928571429,6.780009367028062,151,18,795,0.0201,86.34,100.0,95.24,3,775,280.0
GC_00001335_aligned.fasta,1284,80,76.11146245059288,6.74251683357028,195,133,795,0.1051,88.47,100.0,95.36,7,775,145.42857142857142
GC_00001265_aligned.fasta,966,80,75.85427666314678,4.618680231799635,171,24,402,0.0253,85.92,100.0,96.43,5,382,169.4
GC_00001084_aligned.fasta,549,80,77.35849056603773,3.7469562121751516,72,80,77,0.1509,90.16,100.0,97.36,7,187,48.0
GC_00002573_aligned.fasta,1233,79,73.43822075782538,34.219824181908486,193,0,0,0.0,86.86,100.0,93.95,1,1233,1233.0
GC_00000737_aligned.fasta,1212,80,77.77787091366304,2.575134779648537,124,164,183,0.1375,93.65,100.0,97.55,17,163,42.64705882352941
GC_00002423_aligned.fasta,1065,80,76.7925430210325,3.497114565548808,226,65,303,0.0621,88.64,100.0,96.29,7,283,123.85714285714286
GC_00000667_aligned.fasta,264,80,77.5061224489796,5.3438400666389,20,39,39,0.1592,89.02,100.0,98.17,3,148,56.0
GC_00002006_aligned.fasta,1458,80,72.80333564975678,10.134359964476142,128,5,69,0.0035,79.93,100.0,88.14,3,1240,471.6666666666667
GC_00002156_aligned.fasta,1182,80,76.58985382631127,3.2926571583409054,262,57,363,0.049,88.83,100.0,96.59,7,382,144.42857142857142
GC_00000486_aligned.fasta,873,80,79.00117096018735,1.2658065913815137,29,366,75,0.4286,97.82,100.0,98.97,15,55,14.8
GC_00000904_aligned.fasta,558,80,76.49907235621521,4.179498211833224,70,15,231,0.0278,87.81,100.0,97.25,4,211,116.75
GC_00000854_aligned.fasta,978,80,76.0177267987487,5.936077835684329,165,80,347,0.0834,86.5,100.0,96.86,7,327,109.28571428571429
GC_00002384_aligned.fasta,1575,80,77.10796915167096,4.433072739408278,213,202,585,0.1298,91.28,100.0,96.69,12,565,93.83333333333333
GC_00002165_aligned.fasta,1221,80,75.85690515806988,4.9279431673777205,248,36,633,0.03,85.5,100.0,96.18,7,613,150.28571428571428
GC_00002035_aligned.fasta,375,80,75.4494382022472,6.938454740563062,44,26,21,0.073,84.53,100.0,94.75,3,165,103.66666666666667
GC_00000654_aligned.fasta,687,80,77.17964071856288,3.0605435834916994,97,41,240,0.0614,91.12,100.0,97.7,6,220,88.66666666666667
GC_00002410_aligned.fasta,921,79,74.08758314855876,5.443548704283656,108,0,0,0.0,80.02,100.0,94.62,1,921,921.0
GC_00000704_aligned.fasta,660,80,76.26209048361935,5.9625098264461,94,74,432,0.1154,87.73,100.0,97.02,5,412,98.2
GC_00002540_aligned.fasta,3513,80,74.30022896393818,12.291373731204596,439,83,1539,0.0238,86.15,100.0,92.99,11,1519,292.8181818181818
GC_00002269_aligned.fasta,1209,80,75.37142857142857,15.59985594237695,268,13,279,0.0109,86.89,100.0,96.05,5,423,224.0
GC_00002339_aligned.fasta,2178,77,68.30199166280686,19.034322110166716,44,0,0,0.0,71.79,100.0,84.09,1,2178,2178.0
GC_00000558_aligned.fasta,435,80,78.125,2.465144230769231,52,125,163,0.3005,93.56,100.0,98.47,4,143,53.75
GC_00000867_aligned.fasta,438,77,70.18615751789976,14.915226046787154,27,0,0,0.0,60.05,100.0,92.93,1,438,438.0
GC_00002088_aligned.fasta,279,80,76.16538461538461,4.93034023668639,60,14,150,0.0538,89.61,100.0,95.93,2,130,113.5
GC_00000937_aligned.fasta,1266,80,78.08179631114675,1.9034938061451734,91,194,117,0.1556,94.0,100.0,98.45,19,97,37.421052631578945
GC_00001910_aligned.fasta,633,79,73.71986970684038,10.094165455336396,68,0,0,0.0,77.73,100.0,93.68,1,633,633.0
GC_00001840_aligned.fasta,1446,80,75.84302733006307,4.287903379070866,243,87,443,0.061,85.55,100.0,96.31,7,423,175.14285714285714
GC_00001492_aligned.fasta,762,80,76.17631224764469,7.754916683120519,150,26,60,0.035,87.53,100.0,96.57,5,511,132.0
GC_00001256_aligned.fasta,234,78,66.8,64.02046511627907,11,0,0,0.0,73.33,100.0,90.85,1,234,234.0
GC_00001306_aligned.fasta,354,80,78.26865671641791,1.5994653597683228,36,72,135,0.2149,94.35,100.0,98.61,4,115,46.75
GC_00001723_aligned.fasta,1005,80,77.58620689655173,2.960621109323635,121,122,216,0.1237,92.94,100.0,97.85,11,196,59.54545454545455
GC_00001673_aligned.fasta,324,80,73.67213114754098,9.708895458210158,26,5,1,0.0164,73.83,100.0,86.51,2,228,150.0
GC_00001485_aligned.fasta,1371,80,78.68639053254438,1.5333059066559291,70,400,75,0.2959,95.4,100.0,98.92,21,109,27.238095238095237
GC_00001241_aligned.fasta,600,80,76.48709122203098,6.022638871196613,63,62,213,0.1067,89.33,100.0,95.59,5,193,88.6
GC_00001311_aligned.fasta,270,80,75.63346613545816,26.064856113395027,18,33,34,0.1315,86.21,100.0,95.72,4,142,40.25
GC_00001734_aligned.fasta,630,80,75.3911620294599,10.647319598951036,68,26,472,0.0426,86.76,100.0,95.42,4,452,136.75
GC_00001664_aligned.fasta,777,80,76.45382585751979,3.7465486873524965,121,11,353,0.0145,88.03,100.0,96.91,5,333,138.0
GC_00001438_aligned.fasta,630,80,74.17512274959084,8.962785377731228,126,1,0,0.0016,81.21,100.0,95.3,2,528,305.0
GC_00001568_aligned.fasta,1197,80,73.44482173174873,8.734221912193265,116,7,1,0.0059,80.94,100.0,91.1,2,1138,585.5
GC_00001789_aligned.fasta,384,80,76.1013698630137,9.356847438543817,55,25,159,0.0685,87.24,100.0,95.94,4,139,70.75
GC_00001907_aligned.fasta,1038,80,74.6918547595682,6.193564665853207,125,12,999,0.0118,84.68,100.0,94.58,3,979,329.3333333333333
GC_00001857_aligned.fasta,513,80,74.90485829959515,10.754105951580915,78,5,387,0.0101,81.96,100.0,96.19,2,367,235.0
GC_00000870_aligned.fasta,540,80,78.0806142034549,3.2219082599902005,62,149,80,0.286,93.15,100.0,98.73,7,60,34.142857142857146
GC_00000920_aligned.fasta,714,80,76.95107913669065,7.85084415920501,69,96,141,0.1381,88.94,100.0,97.6,6,256,84.0
GC_00002393_aligned.fasta,1113,78,72.69744058500915,8.66988376018101,103,0,0,0.0,79.42,100.0,91.31,1,1113,1113.0
GC_00002172_aligned.fasta,990,80,77.57054582904223,2.6487308040274025,126,99,207,0.102,93.64,100.0,97.48,10,187,70.1
GC_00002022_aligned.fasta,993,80,77.21355236139631,7.8373522677921645,92,249,213,0.2556,90.71,100.0,96.41,11,300,48.63636363636363
GC_00002407_aligned.fasta,468,80,76.55233853006682,5.739465578047728,70,32,318,0.0713,91.24,100.0,95.82,4,298,90.0
GC_00000643_aligned.fasta,660,80,78.19032761310453,2.4973167413436004,50,140,123,0.2184,93.94,100.0,98.6,11,103,26.545454545454547
GC_00002557_aligned.fasta,792,79,74.42043984476068,5.3769172709609085,119,0,0,0.0,84.09,100.0,92.84,1,792,792.0
GC_00000713_aligned.fasta,618,80,78.8313856427379,1.662721118391532,15,242,69,0.404,95.95,100.0,99.17,10,49,16.7
GC_00000561_aligned.fasta,339,80,78.04375,2.8793359374999996,34,90,84,0.2812,91.74,100.0,98.69,3,127,64.0
GC_00002725_aligned.fasta,1707,80,76.25770142180095,11.244608934547742,171,165,645,0.0977,91.61,100.0,95.53,12,625,109.5
GC_00002675_aligned.fasta,1371,80,75.47115384615384,4.630824704142012,245,41,171,0.0303,86.0,100.0,95.56,3,1018,424.3333333333333
GC_00002250_aligned.fasta,363,79,71.40406976744185,18.07219273931855,20,0,0,0.0,74.77,100.0,94.38,1,363,363.0
GC_00002300_aligned.fasta,1095,80,74.46189591078067,10.023641015187737,159,2,1,0.0019,84.81,100.0,95.15,2,1009,537.0
GC_00002494_aligned.fasta,300,79,74.40569395017793,7.031141956155571,56,0,0,0.0,82.0,100.0,95.94,1,300,300.0
GC_00000780_aligned.fasta,516,80,77.80281690140845,3.590897497662029,64,121,186,0.2435,91.86,100.0,98.18,4,166,79.75
GC_00002429_aligned.fasta,2415,80,75.31677796327212,5.072857064222228,390,25,1167,0.0104,89.28,100.0,93.71,6,1147,379.3333333333333
GC_00002579_aligned.fasta,1452,80,75.71877180739708,5.553150759512224,273,46,546,0.0321,87.33,100.0,95.14,7,526,181.85714285714286
GC_00001994_aligned.fasta,393,79,70.51069518716578,38.86485887500358,33,0,0,0.0,80.47,100.0,94.93,1,393,393.0
GC_00001416_aligned.fasta,948,79,72.52960172228202,7.969252909189715,69,0,0,0.0,75.21,100.0,90.09,1,948,948.0
GC_00001546_aligned.fasta,1320,80,75.66333589546502,3.4639055512787706,248,3,45,0.0023,85.98,100.0,96.12,3,816,426.3333333333333
GC_00001163_aligned.fasta,432,80,74.2179176755448,5.691010676031401,50,2,1,0.0048,80.32,100.0,92.85,1,411,411.0
GC_00001033_aligned.fasta,591,80,75.29195804195804,4.685739522715048,112,11,228,0.0192,81.9,100.0,96.66,3,229,180.66666666666666
GC_00001929_aligned.fasta,1224,80,76.43070539419087,21.511588299099532,134,154,282,0.1278,92.68,100.0,97.22,13,262,64.76923076923077
GC_00001382_aligned.fasta,627,80,76.12664473684211,4.002053215893352,163,35,324,0.0576,87.88,100.0,96.71,2,304,277.0
GC_00001879_aligned.fasta,759,80,76.51081081081081,4.6444777209642085,116,56,288,0.0757,88.41,100.0,97.19,6,268,101.33333333333333
GC_00001401_aligned.fasta,819,80,78.025,2.2243749999999998,88,148,199,0.185,93.53,100.0,97.66,10,179,46.2
GC_00001551_aligned.fasta,909,80,77.2561797752809,2.4489786643100615,190,61,302,0.0685,90.65,100.0,97.28,8,282,87.0
GC_00001174_aligned.fasta,291,80,77.75,2.9080882352941178,20,31,33,0.114,91.41,100.0,97.42,5,121,33.0
GC_00001024_aligned.fasta,726,80,77.33946251768035,3.041766613517282,100,36,198,0.0509,90.77,100.0,97.48,6,178,96.0
GC_00001395_aligned.fasta,276,80,75.59533073929961,6.630017108510347,35,18,1,0.07,83.33,100.0,96.58,2,152,119.5
GC_00001099_aligned.fasta,489,80,75.3340425531915,4.4224581258488005,95,33,1,0.0702,87.12,100.0,94.72,2,433,218.5
GC_00001278_aligned.fasta,402,79,75.38903394255874,4.169801416602472,76,0,0,0.0,83.33,100.0,96.51,1,402,402.0
GC_00001983_aligned.fasta,828,80,74.95055624227442,4.813377317294162,159,1,0,0.0012,84.54,100.0,94.29,2,421,404.0
GC_00001328_aligned.fasta,651,80,77.86550632911393,2.9423544904662715,70,142,132,0.2247,92.63,100.0,97.85,8,112,44.625
GC_00002732_aligned.fasta,939,80,71.41956521739131,61.317443289224954,125,6,435,0.0065,86.37,100.0,91.14,4,415,219.0
GC_00000576_aligned.fasta,576,80,78.45601436265709,1.6556056586806078,30,135,93,0.2424,94.79,100.0,98.83,10,73,23.2
GC_00002662_aligned.fasta,885,80,76.17898383371825,4.959881646389921,136,26,462,0.03,88.25,100.0,96.13,6,442,127.33333333333333
GC_00002247_aligned.fasta,1518,80,76.82121414276185,4.012064970153552,259,100,723,0.0667,91.04,100.0,96.9,11,703,109.9090909090909
GC_00002317_aligned.fasta,951,80,78.6480686695279,1.5499640811214062,52,259,102,0.2779,95.58,100.0,98.68,17,82,20.58823529411765
GC_00000849_aligned.fasta,909,80,75.95505617977528,4.166519378866304,161,16,222,0.018,86.91,100.0,96.51,4,499,204.25
GC_00000919_aligned.fasta,261,80,78.21900826446281,2.385919677617649,21,42,102,0.1736,93.1,100.0,98.67,6,82,17.5
GC_00002483_aligned.fasta,1434,80,76.60424028268551,4.421466118942677,238,97,560,0.0686,89.47,100.0,96.56,8,540,148.125
GC_00000797_aligned.fasta,426,80,75.75675675675676,2.567368351152135,86,4,1,0.0098,83.57,100.0,96.52,2,207,201.5
GC_00002397_aligned.fasta,1092,80,75.27958993476234,3.571410083477442,197,5,255,0.0047,84.25,100.0,95.5,3,795,349.6666666666667
GC_00000999_aligned.fasta,1464,80,79.11418685121107,1.3689682834257253,8,683,69,0.4727,97.81,100.0,99.11,24,49,12.75
GC_00002026_aligned.fasta,2181,80,76.70675300647548,4.790046903841563,372,198,606,0.0916,90.88,100.0,96.99,16,586,106.125
GC_00002176_aligned.fasta,1089,80,76.59158878504672,5.168714298191982,181,40,404,0.0374,87.6,100.0,97.31,6,384,159.0
GC_00002553_aligned.fasta,648,80,75.26391096979333,7.440684863297788,79,23,189,0.0366,89.04,100.0,93.7,3,307,189.33333333333334
GC_00000717_aligned.fasta,768,80,75.40720961281708,4.252070851923615,123,16,1,0.0214,83.85,100.0,95.51,2,628,366.5
GC_00002403_aligned.fasta,2127,80,76.5493358633776,6.35572536537416,362,130,654,0.0617,89.23,100.0,96.78,15,634,114.13333333333334
GC_00000647_aligned.fasta,636,80,77.21717990275526,3.3272251102606063,104,73,202,0.1183,91.19,100.0,97.12,5,211,97.4
GC_00000924_aligned.fasta,1431,80,73.02762039660057,71.82714079641117,100,200,129,0.1416,93.14,100.0,98.21,12,384,85.16666666666667
GC_00000874_aligned.fasta,621,80,79.07475083056478,0.8233159678149248,8,218,36,0.3621,97.1,100.0,98.8,14,70,9.785714285714286
GC_00001019_aligned.fasta,312,80,77.13310580204778,6.56590059290149,11,48,144,0.1638,89.42,100.0,97.83,3,124,62.666666666666664
GC_00001149_aligned.fasta,474,80,76.47692307692307,3.8714454775993246,93,3,150,0.0066,88.61,100.0,96.51,4,264,103.5
GC_00001853_aligned.fasta,789,80,76.96103896103897,3.154326193287232,138,66,381,0.0857,90.87,100.0,97.01,6,361,98.33333333333333
GC_00001903_aligned.fasta,2460,80,77.28799672265465,3.367692873401795,350,253,405,0.1036,91.5,100.0,97.07,21,385,85.19047619047619
GC_00001481_aligned.fasta,705,80,78.10495626822157,4.155164939778493,56,213,159,0.3105,93.62,100.0,97.95,9,139,33.55555555555556
GC_00001315_aligned.fasta,306,80,75.27177700348432,3.626485692432833,47,4,1,0.0139,78.43,100.0,96.74,2,266,141.5
GC_00001245_aligned.fasta,312,79,76.6382252559727,2.0738971915805657,69,0,0,0.0,91.67,100.0,95.22,1,312,312.0
GC_00001730_aligned.fasta,1026,80,78.75868917576962,7.0033381029910755,13,457,105,0.4538,97.29,100.0,99.19,14,85,21.642857142857142
GC_00001496_aligned.fasta,699,80,66.29705882352941,115.41175605536333,39,29,333,0.0426,82.55,100.0,96.23,3,313,210.66666666666666
GC_00001302_aligned.fasta,585,80,78.57243816254417,2.103409956423479,32,186,150,0.3286,94.7,100.0,99.03,7,130,38.0
GC_00001252_aligned.fasta,1329,80,76.79160305343511,3.3619142241128137,226,50,573,0.0382,92.17,100.0,96.36,9,553,125.22222222222223
GC_00001677_aligned.fasta,1368,80,73.11489992587101,23.49532284024462,206,10,1,0.0074,83.13,100.0,95.15,2,795,669.5
GC_00001727_aligned.fasta,318,80,76.9933110367893,2.214002080513641,32,1,0,0.0033,89.94,100.0,97.2,2,286,149.0
GC_00001844_aligned.fasta,732,80,76.04207573632539,4.9996321569568565,112,29,246,0.0407,88.8,100.0,94.49,5,226,125.4
GC_00001914_aligned.fasta,1347,80,76.28765060240964,5.164245082740601,206,112,762,0.0843,89.76,100.0,95.87,6,742,186.83333333333334
GC_00002648_aligned.fasta,1188,80,75.6535500427716,5.261495096084259,198,29,459,0.0248,87.12,100.0,95.14,5,439,216.6
GC_00002718_aligned.fasta,1056,80,73.19864995178399,14.178474551526035,114,8,1,0.0077,77.46,100.0,92.75,2,1025,514.5
GC_00000933_aligned.fasta,510,80,75.38696537678207,5.781011361326692,82,19,469,0.0387,82.94,100.0,96.42,2,449,226.5
GC_00000863_aligned.fasta,1695,80,76.93675417661098,3.5067398226257547,281,117,348,0.0698,89.14,100.0,96.75,15,328,87.46666666666667
GC_00002380_aligned.fasta,1005,80,75.60750507099391,7.885501483240006,176,24,162,0.0243,89.09,100.0,95.06,4,757,231.0
GC_00002031_aligned.fasta,390,79,75.67924528301887,2.5143670853888014,79,0,0,0.0,84.62,100.0,95.35,1,390,390.0
GC_00002161_aligned.fasta,1884,80,74.04182305630027,6.694229384240525,293,6,1,0.0032,82.22,100.0,95.13,2,1855,929.5
GC_00000700_aligned.fasta,891,80,78.19266055045871,3.8436158572510735,73,325,189,0.3727,93.15,100.0,98.58,8,169,51.75
GC_00002544_aligned.fasta,486,79,74.36402569593147,5.833224050731583,95,0,0,0.0,81.07,100.0,94.23,1,486,486.0
GC_00000650_aligned.fasta,411,80,77.02551020408163,3.9636349437734286,30,53,60,0.1352,90.27,100.0,97.47,3,253,100.33333333333333
GC_00002414_aligned.fasta,1764,80,74.93925501432665,5.136711192847349,339,10,912,0.0057,83.39,100.0,95.28,5,892,335.6
GC_00002666_aligned.fasta,1224,80,75.62821576763486,5.549743289543914,209,50,576,0.0415,87.17,100.0,93.93,2,580,568.0
GC_00002736_aligned.fasta,780,80,74.15243101182655,17.31973456324326,135,35,87,0.046,83.6,100.0,95.18,2,640,353.5
GC_00000572_aligned.fasta,270,80,79.7609561752988,0.2297106395136585,0,197,35,0.7849,98.89,100.0,99.83,2,15,8.0
GC_00002313_aligned.fasta,771,80,77.48670212765957,2.5583338048890902,103,74,147,0.0984,92.87,100.0,96.93,8,193,68.125
GC_00002243_aligned.fasta,519,80,76.664,5.087103999999999,84,49,99,0.098,89.02,100.0,96.02,3,325,144.0
GC_00000793_aligned.fasta,510,80,78.23217922606925,3.950166126737487,32,188,81,0.3829,94.12,100.0,98.69,8,61,21.25
GC_00002487_aligned.fasta,2394,80,76.73557894736842,9.150292033240998,325,154,531,0.0648,90.78,100.0,97.17,15,511,130.33333333333334
GC_00001659_aligned.fasta,411,80,74.30357142857143,29.685905612244902,52,14,21,0.0357,87.85,100.0,96.64,3,232,119.66666666666667
GC_00001709_aligned.fasta,1893,80,75.71504802561365,9.594362671119368,286,56,308,0.0299,87.74,100.0,96.41,11,661,149.72727272727272
GC_00001987_aligned.fasta,2217,80,76.60600545950865,3.0640585659392574,425,73,846,0.0332,89.58,100.0,95.94,7,826,284.57142857142856
GC_00001555_aligned.fasta,498,80,75.36534446764092,7.430197741467307,83,28,372,0.0585,84.94,100.0,95.15,2,352,206.5
GC_00001405_aligned.fasta,714,80,78.7611510791367,1.6494260131463176,33,266,123,0.3827,95.8,100.0,98.84,11,103,21.727272727272727
GC_00001020_aligned.fasta,870,80,77.30552291421857,3.2838590391341635,134,89,459,0.1046,91.61,100.0,97.4,8,439,78.625
GC_00001170_aligned.fasta,660,80,73.85491419656786,8.844784743027786,72,8,546,0.0125,81.52,100.0,94.27,3,526,204.66666666666666
GC_00001391_aligned.fasta,654,80,75.00314960629922,6.736997953995908,79,8,48,0.0126,84.96,100.0,95.79,3,549,202.66666666666666
GC_00001542_aligned.fasta,630,80,76.53027823240589,3.997037402128463,89,31,474,0.0507,86.83,100.0,96.79,2,454,271.0
GC_00001412_aligned.fasta,618,80,77.01502504173622,2.9396740811759163,130,47,321,0.0785,88.19,100.0,97.75,2,301,266.5
GC_00001037_aligned.fasta,741,80,76.62049861495845,7.5263388095548684,80,109,489,0.151,88.8,100.0,97.2,6,469,83.16666666666667
GC_00001167_aligned.fasta,486,80,78.25481798715204,2.472541026828497,41,116,96,0.2484,93.83,100.0,98.74,8,76,27.25
